,game,date,metacritic_score,review,thumbs_ups,total_thumbs
179,Psychonauts 2,"Oct 25, 2021",9,"<span class=""blurb blurb_expanded"">Psychonauts 2
<br/>Go play this game
<br/>Psychonauts 2 is a 12 an a half hour long 3D platformer and is one of the best games of the year..
<br/>Taking place just days after the First psychonauts game, you play as Razputin, theres a moele in the psychonauts so you set out to at first, sneakily get to the bottom of this..
<br/>I was impressed with how the game manages to not pretend like you magically forgot all of the powers you learned in the first game, you get them all almost instantly with a little hey, remember that thing you can do, that would be helpful here.. as well as introducing new abilities tht make for some interesting puzzles early on..
<br/>And for better or for worse psychonauts 2 feels very much like a PS2 game.. there is no handholding here, The game takes place in a semi open world where you have to find a cast of charcters and enter their minds for the more linear parts of the game.. so you ve to figure out what to do with whatever the previous character told you.. no arrows, no spot marked on the map, just go find them.. but once you do and things get rolling, psychonauts 2 is a blast… now there isn’t as much variety gameplay wise as there was in the first game as you were learning new abilities, so it sticks to straight up 3d platforming with new elements here and there based on the new power, but the game still manages to feel fresh throughout, even throwing you into a cooking show for one level.. and one of my favorite moments when I knew I loved this game was going through this dark forest in search of some bees..
<br/>Theres so much charm here, such a special game..
<br/>My only complaing with Psychonauts 2 is the combat, it just isn’t that fun, you have so many powers but only 4 action buttons so you have to constantly remap depending on certain enemies, and I feel enemies are just so spongy for how much the game asks of you, but there are accessibility optiosn to make you invincible if youre just over a section or don’t care to deal with the annoying combat, but definitely turn this off for boss battles, because these moments are really fun and special and youll be missing out not giving them your all.
<br/>Psychonauts 2 is a really special game full of charm and humor.
<br/>A must play
<br/>I give Psychonauts 2
<br/>an 8.5/10</span>",0,0
180,Psychonauts 2,"Oct 10, 2021",10,"<span>Awesome game! I don’t understand what people are talking about with too many cutscenes. It’s not an FPS, it’s a 3D platform adventure. Once you’re past the first couple levels, there’s a lot to explore.</span>",0,0
181,Psychonauts 2,"Nov 18, 2021",10,<span>buen juego de plataformas no apto para niños rata que pasan en battle royal</span>,0,0
182,Psychonauts 2,"Sep  8, 2021",9,"<span class=""blurb blurb_expanded"">Great game, super interesting game with crazy amount of creativity. Each level is unique with new ideas brought to life. Would definitely encourage people to give this a shot.
<br/>
<br/>Cons
<br/>-Some times few levels kinda drag on a bit longer but nonetheless amazing game.
<br/>- Combat sucks a bit.
<br/>- XB Game Store on PC version of this game sucks but Steam doesn't have any issues apparently so purchase it on Steam if you can.</span>",0,0
183,Psychonauts 2,"Sep  1, 2021",9,<span>Отличное продолжение серии!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!</span>,0,0
184,Psychonauts 2,"Dec  9, 2021",10,"<span>A legend in the game world.
<br/>Beautiful artwork.
<br/>Disney anime movie.
<br/>Amazing adventure game.
<br/>⭐⭐⭐⭐⭐</span>",0,0
185,Psychonauts 2,"Nov  6, 2021",9,"<span class=""blurb blurb_expanded"">Psychonauts 2 improves upon the concepts of the first game in a fun platforming adventure filled with vibrant color and unique personalities. Players will be blown away by the amount of uniqueness and creativity in the game design. There are different ways to approach every combat sequence and, more specifically, defeat each individual enemy. This game might be the perfect game for you if you are looking break the monotony of the formulaic gaming industry.
<br/>... The developers said that adding more languages is not possible because of their strict budget. They're not disrespecting anybody.</span>",0,0
186,Psychonauts 2,"Jan 17, 2022",10,<span>a awesome resurrection 20 years later i think after psyconauts 5 i should be dead if every part we should wait 20 years</span>,0,0
187,Psychonauts 2,"Aug 31, 2021",9,"<span>I don't understand these reviews.  I never played the first game, picked this up, and had my pants charmed off.  Not a perfect game, but easily the best game I've played this year.  Strong writing, fascinating level design, and a ton of heart.  Do you like platformers?  If so, play this game.  Do you like good writing, even though you don't love platforming? Probably worth a shot.</span>",0,0
188,Psychonauts 2,"Aug 31, 2021",9,"<span class=""blurb blurb_expanded"">Fantastic Game!  I recently went back and tried to play psychonauts 1, and while it's still great compared to a lot of 2000's platformer games, it did feel a little too old in its visuals and mechanics to really enjoy.
<br/>
<br/>I'm happy to say that Psychonauts 2 is a much better version of the first.  If you remember enjoying the first one, this sequel stays true to it, with a lot of similarities, but with all the modern quality of life conveniences we all enjoy.
<br/>
<br/>I'd even pay $60 for it considering the amount of content and how enjoyable it is, but when it's on gamepass for $10 a month, or just $1 for the first month that I paid for just to access this game, it's hard to imagine why you wouldn't.
<br/>
<br/>Definitely in the game of the year discussion.</span>",0,0
189,Psychonauts 2,"Sep  4, 2021",9,"<span>Slow start and middling ending but the middle chunck is a fantastic marriage of gameplay, visuals, music and characters/voice acting.</span>",0,0
190,Psychonauts 2,"Oct  3, 2021",7,<span>Psychonauts 2 is a great platformer with a very unique and innovative level design however combat mechanisms are basic and repetitive.</span>,0,0
191,Psychonauts 2,"Aug 27, 2021",10,"<span>Absolutely great game. It is hard to believe, but it is even better than the first game. Have the same awesome feeling like 20+ years ago, when was playing timeless Lucas Arts adventure games.</span>",0,0
192,Psychonauts 2,"Aug 28, 2021",10,"<span>Un juego fresco,divertido,bonito,espectacular sin duda ,entusiasmado por lo que este estudio presentará a futuro ,realmente un juego adorable,una joya de los videojuegos</span>",0,0
193,Psychonauts 2,"Dec 27, 2021",10,<span>It's a such a smart and detailed game both in terms of its story and gameplay. the characters aare so likeable and you can just see how much care they put on this game. the traversal is a bit clunky at times but its still a very fun time.</span>,0,0
194,Psychonauts 2,"Aug 30, 2021",10,"<span class=""blurb blurb_expanded"">A perfect sequel to my favorite game of all time.
<br/>
<br/>You will never find such a variety of unique, engaging, and developed characters, such a great story, such fun and intuitive gameplay, and such overall perfect execution like you will find in Psychonauts anywhere else.
<br/>
<br/>Do not listen to the negative reviews.  They are wrong.  This game is an astounding achievement and I am SO happy they did not screw this sequel up at all.</span>",0,0
195,Psychonauts 2,"Aug 31, 2021",10,"<span>Очень крутая игра, а те кто не знает английский язык, тем надо было давать пиздюлей в 8-ой классе побольше. Когда мама говорила что учите английский пригодиться. Так что вот так. Не фиг ныть иди учить</span>",0,0
196,Psychonauts 2,"Dec 21, 2021",10,"<span class=""blurb blurb_expanded"">Nunca joguei e nunca havia ouvido falar do primeiro Pshychonauts. Quando vi as indicações a jogo do ano no The Game Awards, resolvi pesquisar sobre, e acabei me interessando, principalmente por ser do gênero de plataforma; já estava no gamepass, não custava nada experimentar. Acabei por ter uma das melhores experiências com jogos no ano.
<br/>
<br/>Não se enganem pela falta de popularidade do jogo ou pelas notas dos usuários, Psychonauts 2 é facilmente um dos melhores jogos de plataforma 3D já feitos. Todas as fases criadas são diferentes e divertidas de se jogar; você realmente fica ansioso para descobrir qual será o próximo mundo a ser apresentado.
<br/>
<br/>A jogabilidade, apesar de não ser complexa e nem muito diferente de outros jogos do gênero, ela é extremamente fluida e divertida; cada movimento é satisfatório de se fazer, e isso é uma característica fundamental para qualquer jogo do gênero. O estilo de arte escolhido também funciona muito bem, no qual consegue transformar até mesmo os coletáveis em algo atraente no mapa.
<br/>
<br/>E por incrível que pareça, até mesmo a história do jogo é boa, uma característica  não muito comum em jogos desse tipo. Para entendê-la não tem necessidade de jogar o primeiro; logo no começo há uma explicação resumida, porém em muitos momentos percebi que se eu fosse fã certamente curtiria as referências e entenderia melhor alguns detalhes - algo normal vindo de uma continuação.
<br/>
<br/>Há apenas dois pontos que considero negativo: a trilha sonora e a otimização em consoles de 8º geração. As músicas, apesar de combinar com o contexto, são bem esquecíveis e pouco inspiradas; já a otimização nos consoles de 8º geração (Xbox One e PlayStation 4) me pareceu ter sido jogada de lado, pois graficamente Psychonauts 2 é abaixo de muitos se comparado a outros. Um jogo de plataforma precisa de 60fps; jogar há 30fps nativamente é deplorável.
<br/>
<br/>Contudo, Psychonauts 2 é um jogo obrigatório para quem tem gamepass ou curte jogos de plataforma - mesmo que sua opção de jogar seja há 30fps. Uma pena que não teve o devido reconhecimento nas premiação de 2021.</span>",0,0
197,Psychonauts 2,"Mar  6, 2022",9,"<span>This game was excellent, one of the best games of 2021. A worthy successor to the original Psychonauts. Environments are varied and always fun to explore.  The story and characters keep things interesting all the way through.  The only problem this game has is that it is a bit too easy, definitely easier than Psychonauts 1.</span>",0,0
198,Psychonauts 2,"Nov 21, 2021",10,"<span class=""blurb blurb_expanded"">This game is a masterpiece, this is the first game in 10 years that brought me the joy like I had when playing Ratchet and Clank as a kid. This game sets the bar of what art direction in a game should be. The controls are tight and fun. For the amount of abilities you get in the game, it still manages to make every one of them unique and useful. The level design is top notch. The boss fights are really good. This is the prime example of what a game is, pure fun the whole way through.</span>",0,0
199,Psychonauts 2,"Feb  6, 2022",10,<span>Creative masterpiece. Everything is perfect. Its how AAA games should be. Enjoyed it on gamepass.</span>,0,0
200,Psychonauts 2,"Aug 26, 2021",10,<span>The creativity of this game is amazing! So many effects and colors! This game is crazy! I highly recommend it.</span>,0,0
201,Psychonauts 2,"Aug 30, 2021",8,"<span>I love how colorful, creative and complex this game is. This is something, what we really need in gaming industry.</span>",0,0
202,Psychonauts 2,"Feb 21, 2022",9,"<span>One of the best platformers out there and an amazing sequel! Love its art design, the narrative and the humor which contrasts a lot with its bizarre (in a good way) atmosphere.</span>",0,0
203,Psychonauts 2,"Aug 27, 2021",10,"<span class=""blurb blurb_expanded"">DOUBLE FINE PRODUCTIONS, please add Russian localization.
<br/>I put 10 so as not to destroy the rating of a wonderful game.
<br/>I agree to change the rating after adding the Russian localization.
<br/>_______________________________________________________________
<br/>DOUBLE FINE PRODUCTIONS, пожалуйста, добавьте русскую локализацию.
<br/>Поставил 10 чтобы не рушить рейтинг замечательной игры.
<br/>Обязываюсь изменить рейтинг после добавления русской локализации.</span>",0,0
204,Psychonauts 2,"Sep  6, 2021",10,"<span>This game is everything what a fan of the series would have expected. It's pure fun, alternated with moment of pure amaze. A 3d platform game, with an amazing story that keeps you engaged for hours at time. Never played something like this in a long, long time. Thanks Double Fine for this stellar release.</span>",0,0
205,Psychonauts 2,"Feb  6, 2022",0,"<span>one of the best games in 2021, likeable character specially if you play the first one and retreive some beloved characters, really fun , amazing art and graphics, i had a lof of fun</span>",0,0
206,Psychonauts 2,"Sep 13, 2021",10,"<span class=""blurb blurb_expanded"">SOMEHOW this lived up to my expectations, and I consider the first one to be in the top 3 greatest games ever made!  There are people who can appreciate the towering creativity of these games, and others who can't, and just judge them as just another platformer--and as a platformer, it admittedly is just average. That's not where the genius lies.  It's the crazy surreal environments, concepts and story which set these games apart.  These are games where you can enter into a cartoon character's crazy mind, see what makes them tick, and in that surreal landscape you can casually meet another character, go into THEIR mind and find an even larger and more surreal landscape.  It does ""Inception"" better than Christopher Nolan ever even tried, and before he tried. These games remove me farther from reality than any other games, and I give massive credit for that.</span>",0,0
207,Psychonauts 2,"Oct 12, 2021",10,<span>bom jogos bom jogos bom jogos bom jogos bom jogos bom jogos bom jogos bom..</span>,0,0
208,Psychonauts 2,"Aug 27, 2021",10,<span>I</span>,0,0
209,Psychonauts 2,"Aug 30, 2021",10,"<span>Great game, worth to play Really Good i kozak jest bardzo<br/>Game of the year at this moment</span>",0,0
210,Psychonauts 2,"Mar 21, 2022",9,"<span>This story could use the same amount of psychic six and Coach Oleander and post-game but with more juniors, more Aquatos, more Zanottos, more Psychonauts (Double Fine!) and less Milla &amp; Sasha -give them the break they deserve, please.
<br/>A victory tour is happening soon, though. Thanks to Razputin, now I fear nothing. I'd like them to meet Mr. Pokeylope, though.</span>",0,0
211,Psychonauts 2,"Dec 10, 2021",10,"<span>Really nice game, highly recommend for everyone. I played it on xbox game pass on pc and everything is perfect.</span>",0,0
212,Psychonauts 2,"Feb 19, 2022",9,<span>this game is fun as heck plus it's on Xbox game pass so that's a win for anyone who has that!</span>,0,0
213,Psychonauts 2,"Sep 18, 2021",6,"<span>En la propuesta y en lo narrativo es un juego fuera de serie, innovador atrevido y divertido, de esos juegos que no abundan en la industria. No le pongo más nota porque en lo jugable aunque es preciso creo que es muy sencillo y simple, teniendo la sensación en lo jugable de muy aburrido a las 5 horas de juego.</span>",0,0
214,Psychonauts 2,"Sep  5, 2021",8,"<span>Um bom jogo, um pouco confuso na minha opinião mas extremamente imersivo e divertido</span>",0,0
215,Psychonauts 2,"Jan  7, 2022",9,"<span>One of my all time favorite games. Beautiful sequel and refining of the original. Most of the problems I had with the original were fixed in this game.
<br/>
<br/>It's a immersive world with awesome an narrative. Good gameplay, good puzzles, good story, it was a great experience</span>",0,0
216,Psychonauts 2,"Oct 10, 2021",10,"<span>no le hagais caso a los rusos de los cojones, juegazo jugadlo. nada más que añadir un saludo</span>",0,0
217,Psychonauts 2,"Sep  1, 2021",10,"<span>An amazing game filled with amazing graphics, gameplay, story, and characters.</span>",0,0
218,Psychonauts 2,"Aug 27, 2021",10,<span>The developers promised a translation into Russian. Finally. Thank you very much.</span>,0,0
219,Psychonauts 2,"Aug 27, 2021",10,"<span>The game is great!
<br/>The fact that you are uneducated and do not know the language is not the developer's fault. And putting 0 because of this is at least not correct. This applies to Russian ""players"".</span>",0,0
220,Psychonauts 2,"Aug 30, 2021",10,<span>Beautiful level of design. Great story and characters. Best platform ever made.</span>,0,0
221,Psychonauts 2,"Aug 27, 2021",10,"<span class=""blurb blurb_expanded"">Amazing sequel that lives up to the original game! Great story and lots to do even when the main story is finished! Was really worried that the gameplay and story would not live up to the original and also that the some of the mechanics would be super outdated but this ended up not being the case, and it ended up having some of my favorite boss encounters in awhile. Would definitely give this game a high recommendation to anyone that loves great platformers.</span>",0,0
222,Psychonauts 2,"Aug 27, 2021",10,"<span>Perfecto simplemente perfecto y un gran plataforma para jugarlo con especificaciones gráficas altas el juego se ve precioso, simplemente un joya!!</span>",0,0
223,Psychonauts 2,"Aug 27, 2021",10,"<span>Um jogo incrível para se jogar, no começo fiquei um tanto quanto perdido, mas logo ao decorrer do jogo vai ficando uma obra prima, vale muito apena jogar.</span>",0,0
224,Psychonauts 2,"Aug 27, 2021",10,"<span class=""blurb blurb_expanded"">Es un juego maravilloso el cual he esperado por mucho tiempo estoy muy feliz y me alegra vivir para poder jugar esta secuela y ayudar a Raz en su nueva aventura</span>",0,0
225,Psychonauts 2,"Aug 27, 2021",10,<span>Impresionante secuela del clásico juego Psychonauts. Muy recomendable para los fanáticos de los jugadores originales o nuevos. Este es el primer contendiente para el increíble juego de plataformas GOTY 2021</span>,0,0
226,Psychonauts 2,"Aug 27, 2021",10,"<span>El combate es bastante divertido, el estilo artístico es increíble y el diseño de niveles es fantástico. Seguro que es uno de mis juegos favoritos de este año.</span>",0,0
227,Psychonauts 2,"Dec 20, 2021",10,"<span>Спасибо за добавление русского языка.
<br/>Спасибо за добавление русского языка.</span>",0,0
228,Psychonauts 2,"Aug 29, 2021",10,"<span>From honest PS fan Psychonauts 2 is better than Ratchet &amp; Clank.
<br/>Psychonauts 2 have better story and better gameplay</span>",0,0
229,Psychonauts 2,"Aug 29, 2021",10,"<span>Si este juego no esta en Goty este año me sorprendería muchísimo, es un juegazo 10 de 10</span>",0,0
230,Psychonauts 2,"Aug 30, 2021",10,<span>Never played but looks nice so 10/10...lmao<br/>Played the first 1st and this one has better ratings...</span>,0,0
231,Psychonauts 2,"Aug 30, 2021",10,"<span>From honest PS fan Psychonauts 2 is better than Ratchet &amp; Clank.
<br/>Psychonauts 2 have better story and better gameplay</span>",0,0
232,Psychonauts 2,"Aug 30, 2021",10,"<span>Don't mind me, I'm just giving this game a 10/10 just to counter the review bombers. I sincerely wished Metacritic would do something about this and ban these people.</span>",0,0
233,Psychonauts 2,"Aug 30, 2021",10,"<span>10 for a masterpiece To ppl who scores 0 just for language, looks like someone should explain to you that what 0 means, 0 means a failure, a total mess, psychonauts 2 is a mess? No you are a mess for scoring it 0 the score you are giving it for not even playing is 9 and that's it</span>",0,0
234,Psychonauts 2,"Aug 31, 2021",10,"<span class=""blurb blurb_expanded"">Thank for not adding russian translation of this masterpiese. Game translators here not doing their job rigth and players are too greedy to change this situation. Adding russian would be such a waste of all writting that is in the game rigth now. Translation of this wouid be like ""easy mod"" in ""Sekiro"": you probably become able to complete the game, but it never be the same game as at original.
<br/>Английский учите, а не на форумах нойте, мракобесы. Идите в фифу играйте, там то русский есть, да. Нашли, ****ь, искусство и категориями продукта его меряют.</span>",0,0
235,Psychonauts 2,"Aug 31, 2021",9,"<span class=""blurb blurb_expanded"">To all of negative Russian people who complain about this game not being translated...""Thank you"" for making our education worth a **** because you're not able to learn at least ONE MORE language, and the second language IS mandatory from the 1st grade..The game is PERFECT! It's interesting, well-made, the plot is may be more understandable for the people who played the first part, but if not, you're still getting bits and pieces quite nicely.<br/>Stop having the game you didn't even played, it's just bullying, not  a review.</span>",0,0
236,Psychonauts 2,"Aug 31, 2021",10,"<span>Great game! Interesting story, adorable characters. I laughed my pants off. Special thanks for no russian language!</span>",0,0
237,Psychonauts 2,"Dec  6, 2021",10,"<span>Truly a great sequel, more impressive than expected for sure.  Great graphics</span>",0,0
238,Psychonauts 2,"Dec 17, 2021",10,"<span>Спасибо ,что добавили русский язык!!!! #xboxneedsrussianvoice</span>",0,0
239,Psychonauts 2,"Sep  1, 2021",10,"<span>Another masterpiece from Tim Schafer! Playing this game has been a joy like it's been many years ago with the first Psychonauts and many years back with Grim Fandango! The game industry definitely needs more talents like Tim! Keep up the good work, I'm looking forward for what will come next!</span>",0,0
240,Psychonauts 2,"Sep  2, 2021",9,"<span class=""blurb blurb_expanded"">One of the best things I've played so far in 2021.
<br/>
<br/>Gameplay is fluid, funny and it always reminds you the original one. Story is not a big big deal, but it's entertaining and funny to follow along. The scenarios, the minds, that's the interesting thing, in combination with how minds work inside. It's a beautiful game, giving you another perspective of the mind of the people.
<br/>
<br/>The music is not something too noticeable or special. The characters are good, the game likes to make an emphasis on the original Psychonauts: making you love them and understand them as you were them. The comedy in this game is glorious!
<br/>
<br/>It goes its flaws as any game that's not Dark Souls (okay, bad joke). Sequel uses at least the half of the psychic powers from the first one, which is not bad but it's been 15 years, we were expecting to see Raz learning how to use more and more psychic powers.
<br/>
<br/>In overall, great game, give it a try, at least on Game Pass!</span>",0,0
241,Psychonauts 2,"Sep  4, 2021",7,"<span class=""blurb blurb_expanded"">As much as this game has its art style and the gorgeous landscapes, on a PS4 slim, I saw some parts chug and struggle to keep up, lighting wasn't always the strongest, but the writing was superb and every little NPC had something to say about you, even nameless characters had a funny quip or two to sling! Raz is a dream to control, though some powers were scrapped, some powers were ovehauled, some were gimped, but it's the same smile the first put on me all those years back.</span>",0,0
242,Psychonauts 2,"Sep  5, 2021",9,<span>Had to share the love a lil </span>,0,0
243,Psychonauts 2,"Sep  7, 2021",8,"<span>En general me resultó bastante entretenido. Para destacar la creatividad de los escenarios, muy buen uso del espacio. Buena ambientación. Gran variedad de mecanicas, algunas me resultaron más divertidas que otras pero en general pocas cosas tediosas.</span>",0,0
244,Psychonauts 2,"Sep  9, 2021",10,"<span>It's 9.5/10 for me to be accurate --- gets everything right. Combat is okay/serviceable but it's really not the focus for this game. Everything else is excellent -- from the platforming aspects, the powers, the art style, and most importantly the writing. And the cherry on top is the performance, it runs flawless on my PC.
<br/>
<br/>Definitely my game of the year so far.</span>",0,0
245,Psychonauts 2,"Sep 11, 2021",9,"<span class=""blurb blurb_expanded"">По сравнению с первой частью игра стала более яркой,цветастой и довольно динамичной за счёт переработки использования способностей, стало удобно использование телекинеза и пиромантии, правда есть и вопросы по поводу левитации, теперь она какая то ограниченная.
<br/>Понравилось разнообразие врагов и локаций.
<br/>НО жирнющим минусом является отсутствие русской локализации, да можно было бы сказать, что пора учить английский язык, но увы большое обилие иностранного текста начинает смешиваться и терять смысл, тем более в игре есть много шуток или фраз которые русский человек может просто не понять.</span>",0,0
246,Psychonauts 2,"Sep 11, 2021",10,"<span>A beautiful game that offers such great gameplay. I loved the story, the levels are just awesome.</span>",0,0
247,Psychonauts 2,"Sep 28, 2021",9,"<span>Fantastic game, endlessly creative and with a heartwarming story as well. It's like playing a Pixar movie.</span>",0,0
248,Psychonauts 2,"Sep 17, 2021",8,"<span>Solid game. Improves on the original by tenfold. Only about a 10 hour playthrough, like the original. Pick it up on sale and try it out. Some level designs are better than others, but a few shine through. Not worth spoiling.</span>",0,0
249,Psychonauts 2,"Sep 21, 2021",6,"<span class=""blurb blurb_expanded"">With pretty positive yet demanding mindset I finished this game for 100% activities and have my verdict. There's a point mentioning I think of original ”Psychonauts” as one of the most enjoyable games I played, and though I tried it long ago, it was around 5 years ago when I cleared it.<br/><br/>So, back to ”Psychonauts 2”. I should start with advantages I found, and first one is probably graphics. Though it never is my priority, I think they did a good job here. Also I like plot. It has moments that were pretty interesting to watch and think about what I just learned. Also there's a lot of voicing work done, main character have a lot of things to say, funny comments, — though length of game really allows it.<br/><br/>So, what made me rate it with 6? First of all, half of game levels were really boring. It is funny to see actual attempt into weed trip, just to realise all the colors and cosmic vibes are so uninteresting. I don't see heart put into much of the game. I only really like one world, mainly because it's so reach at beautiful landscapes. Plus real world is pretty good itself. I don't like newer characters, maybe three of them are done good, but many others lack anything I could connect with. Compared to what previous game managed it's massive downgrade. Also the battling is not challenging at all. I know it's platformer, and because of clever decisions with it I would probably give it 6.5 if I could, but it's a shame upgrading abilities actually makes it less of a fun to do fighting.<br/><br/>Overall, I'm disappointed. Of course those who never played original will find some pretty creative things done here, but those who did will realize how they wrecked many of possibilities they had. And the situation when you don't understand most of little plot details without knowing previous game plot only adds to controversy. I would give it 7 for the bravery those people had starting crowdfunding and taking 5 years to make what they wanted to make. But we rate the result, not just effort, do we</span>",0,0
250,Psychonauts 2,"Oct  3, 2021",10,"<span class=""blurb blurb_expanded"">I'm not a great reviewer. I set my bar somewhere in the middle for all games. I think that this game does what it sets out do to do very well. The art style compliments the humor of the game in an interesting way. There are many nuanced adult jokes and themes even when on the surface this seems like a kids game. This is a game that all can enjoy (as long as you don't need it in Russian because apparently it doesn't support that). Several levels had me wishing I was playing while on several drugs as the tones of the game throw you about in a bizarre adventure. I have never played the first of the series and I don't think you need to play the first to get caught up in this one. I will watch for other titles from this developer in the future.</span>",0,0
251,Psychonauts 2,"Oct 11, 2021",10,"<span>Ótimo jogo,pena que se envolveu numa treta que não tinha nada haver com ele</span>",0,0
252,Psychonauts 2,"Mar 16, 2022",10,"<span class=""blurb blurb_expanded"">This is the GOTY 2021 for me and feels like a truly next-gen game we were promised. It is an absolutely amazing game with great gameplay, level designs and combat systems. None of the new games try anything new nowadays but this game goes far and beyond. Every single level is different and I mean it, nothing is recycled and every level feels so fresh. You can revisit the old levels for collectible adding replayability to the game. The characters are weird and charming in their own way but the colorful level designs and platforming is what keeps the game fresh throughout. Every time I felt, oh that was cool, the game throws something even more amazing at me in the next level. The character dialogue system is great which might not make you laugh but does put a smile on the face. The story is engaging and keeps you guessing. The endgame is very well done and the story teaches a lot about emotions, pain, loss, anxiety, depression, fear and the human psychology. Do play this game, you are going to love it</span>",0,0
253,Psychonauts 2,"Oct 13, 2021",9,"<span class=""blurb blurb_expanded"">Here's how good the original Psychonauts was and still is: Psychonauts 2 is a very pale imitation and is still game-of-the-year material. Now to offer some fair criticism: the overworld does not play into the story at all. We visit Psychonauts headquarters and some of the surrounding area, but there's little-to-no significance to anything that happens outside of a character's head. That's the biggest failing of Psychonauts 2. It turns every character problem or conflict into an unearned, weightless one-two punch. 1. Here's a character with a problem/conflict. Better go in their head. 2. Now that you've gone in their head and gotten some context on the problem, their problem is solved. Once you pop back into the real world, any relevant connected characters will immediately walk on-screen and express that any related conflicts or problems are also solved. It's impossible to shake the feeling that nothing happens in Psychonauts 2, despite a lot of very plot-heavy stuff going on. The gameplay has its quirks and rough edges, but frankly it's the story, characters, humor, and world design that we're here for. And much of it succeeds, despite its flaws. It's just sad to consider that the original Psychonauts' summer camp adventure felt like 10 times the high-flying spy adventure than we got when we actually went to the spy headquaters and met a ton of other spies embroiled in a big spy conflict. Psychonauts 2 ultimately spreads itself a bit too thin, sometimes in the wrong places. But again, it stands to be emphasized: Psychonauts 2 could have twice this many flaws and half as many strengths while still being twice the game that any AAA studio has put out in the last 10 years.</span>",0,0
254,Psychonauts 2,"Oct 26, 2021",10,"<span>I believe in boole family supremacy. Sam, Dogen and Compton. Game of the year.</span>",0,0
255,Psychonauts 2,"Nov 13, 2021",9,"<span>Had more fun than i expected
<br/>Although not the best platformer it has it's charm not to mention the amazing level design</span>",0,0
256,Psychonauts 2,"Nov 15, 2021",10,"<span>Muy buen juego, cumple con la expectativas, muy entretenido y divertido muy recomendado</span>",0,0
257,Psychonauts 2,"Nov 17, 2021",10,<span>Great game</span>,0,0
258,Psychonauts 2,"Dec  6, 2021",10,"<span>El ingenio de cada uno de los niveles es increíble, es un plataformas fuera de lo común, me alegra que aún sea multiplataforma para que la mayoría de gente pueda probarlo, increíblemente esperaba algo bueno y aún así superó lo que esperaba. De esto y más es capaz Double Fine Productions.</span>",0,0
259,Psychonauts 2,"Dec  7, 2021",10,<span>I think... they pulled off the improbable and made a better game than Psychonauts.</span>,0,0
260,Psychonauts 2,"Dec  8, 2021",10,"<span>Bom pra krlh, slk, gameplay perfeita, com alguns bugs, mas msm assim, pft, cenário mt bem trabalhado, divertido, etc</span>",0,0
261,Psychonauts 2,"Jan  5, 2022",10,"<span class=""blurb blurb_expanded"">Охрененное продолжение офигенной игры. Ещё и русский язык добавят</span>",0,0
262,Psychonauts 2,"Dec 10, 2021",9,<span>I've been waiting for the second part since childhood. It's nice to see that her spirit remains in the game</span>,0,0
263,Psychonauts 2,"Dec 10, 2021",10,"<span class=""blurb blurb_expanded"">Excelente arte visual y gameplay muy adictivo. Narrativa espectacular, uno de los mejores juegos de plataforma. Recomendado.</span>",0,0
264,Psychonauts 2,"Jan  9, 2022",8,"<span class=""blurb blurb_expanded"">Игра очень понравилась, в особенности интересные механики, связанные с реальным миром как ""эмоциональный багаж"". К сожалению, я пропускаю сюжет и иногда попадаю в ""ловушки"" из-за отсутствия русского языка. Если бы не эта проблема, поставил бы 9 или 10 баллов!
<br/>
<br/>ENG: game is awesome, but have not russian lang, therefore 8 and not more.</span>",0,0
265,Psychonauts 2,"Dec 27, 2021",10,"<span>Gran historia, gráficamente interesante y conceptos únicos. El juego es atractivo y divertido.</span>",0,0
266,Psychonauts 2,"Dec 29, 2021",9,"<span>Блять! where is Russian localization??? 0/10!!!!!!!!!!
<br/>
<br/>JK, lovely game, DF really poured their hearts and souls into this one. I will say it's slightly more PC and ""woke"", and thus less funny than the first one, but nevertheless it's well-written, animated perfectly, has some very nice art to it and a better gameplay. Probably one of the better games for 2021.</span>",0,0
267,Psychonauts 2,"Jan 21, 2022",10,"<span>Everything I could have hoped for for a sequel, the level design and writing is amazing.</span>",0,0
268,Psychonauts 2,"Jan 29, 2022",10,"<span>A incredible game, one of the funniest games I've ever played. Amazing characters, interesting story, one of the funniest gameplays I've ever seen and a creative and impressive level design. This was a game where I didn't expect anything and I received everything, a pleasant surprise.</span>",0,0
269,Psychonauts 2,"Jan 31, 2022",1,"<span class=""blurb blurb_expanded"">Low FPS on a good laptop.
<br/>Notebook Alpha 15 4DEK
<br/>GPU: AMD Radeon RX 5600MX
<br/>CPU: AMD Ryzen 5 4600H (with integrated GPU)
<br/>RAM: 24GB
<br/>OS: Windows 11 Pro x64 (21H2) № 22000.469
<br/>At startup, it gives out 5 fps, which is already extremely stupid for this hardware (I play Cyberpunk 2077 on medium settings with stable 60 fps). When starting the game, the discrete card is activated (via MSI Afterburner, the used video memory is displayed). Has anyone encountered this problem and how to fix it?
<br/>P.S. FPS seems to be locked at 5, I specifically set the limit to 144 in the settings.
<br/>P.S. When starting the game, the laptop will make a short beep, I do not know what this means and whether it is related to the problem. This has never happened in any game.
<br/>P.S. When chose start game, laptop freezes and power off.</span>",0,0
